text,top_keywords,keyword_scores,predicted_label
O produto foi comprado na cor preta e enviado na cor branca Os carregadores são padrão de outro país negação encaixam nas tomadas do Brasil,"encaix, ##am, país","0.3814, 0.2727, 0.2573",negative
Chegou na data informada estou satisfeita com o produto,"##eita, satisf, com","0.6913, 0.2917, 0.2461",positive
O produto chegou no prazo e foi o que comprei excelente compra,"compra, no, ##i","0.2967, 0.12, 0.1021",positive
esse produto veio todo torto o encache das peças ficam balançando para os lados parece que vai cair o bolo negação tem firmeza odiei,"##i, ##to, ##za","0.4487, 0.2881, 0.1591",negative
Comprei e chegou outro produto de cor diferente e qualidade bem inferior Só transtorno nessa compra,"nessa, transtorno, Só","0.5479, 0.508, 0.2694",negative
Otima compra chegou rapido mesmo o correio sendo muito ruim,"compra, chegou, ##ido","0.4223, 0.2117, 0.202",positive
Foi tudo bem O que demorou foi por causa do correio Obgdo,"foi, O, bem","0.2306, 0.1839, 0.1818",positive
Otimo produto Igual a foto,"produto, ##l, Igua","0.4616, 0.332, 0.2447",positive
ENTREGA ANTES DO PRAZO ORIGINAL E LACRADO,"##TE, ##S, ##O","0.2877, 0.2158, 0.1494",positive
Adoro comprar na loja ou site chega td super rápido e direitinho,"##ro, e, comprar","0.1943, 0.133, 0.1123",positive
O produto e muito bom,"bom, e, produto","0.9481, 0.5629, 0.3717",positive
O produto solicitado foi entregue com algum atraso mas em perfeito estado Muito Obrigado,"mas, estado, atraso","0.9484, 0.4796, 0.3995",positive
Relógio negação valeu o que paguei Material de baixa qualidade Creio que as Lojas lannister negação deveriam vender relógios como os de camelôs,"##io, o, ##ial","0.1077, 0.1019, 0.0968",negative
NUNCA aconteceu isso antes com relação às minhas compras no e commerce das Lojas lannister NUNCA Ainda negação recebi o produto e nem sei se vou receber Peço entrarem em contato comigo urgente,"##i, com, receb","0.1604, 0.1451, 0.1322",negative
Entregou bem antes do prazo com qualidade e segurança,"do, ##gou, antes","0.1627, 0.1547, 0.1415",positive
Tudo correto produto correto prazo ok,"produto, correto, prazo","0.3374, 0.2752, 0.2433",positive
produto com bom preço e qualidade,"preço, e, com","0.5671, 0.4512, 0.3138",positive
O produto veio com defeito Espero que negação demore muito a troca pois foi comprada para presentear,"##ito, com, Espe","0.6908, 0.322, 0.2782",negative
Perfeita top só pensei que fosse um pouco maior,"##ei, ##ta, só","1.1824, 0.5439, 0.4915",positive
O kit de cloreto de magnésio vale mais a pena do que comprar individualmente nas farmácias e drogarias,"do, mais, a","0.2322, 0.1755, 0.1511",positive
Chegou bem embalado e no prazo Recomendo o produto é o vendedor,"##ndo, ##ado, embal","0.2021, 0.1877, 0.1615",positive
Entrega antes do previsto Produto bom e conforme o descrito,"e, Produ, ##ga","0.412, 0.2181, 0.1984",positive
,,,positive
O frete é caro e ainda se quiser tem q buscar no correio Muito ruim Ainda quer elogios odiei,"o, ##i, Ainda","0.7102, 0.6387, 0.5544",negative
Produto conforme anunciado,"anunciado, ##to, conforme","0.4794, 0.2744, 0.2366",positive
 negação recebi a quantidade de produto q paguei falta um kit o que faço,"##i, receb, ##ue","0.1701, 0.1513, 0.1308",negative
Uma excelente loja e produto maravilhoso,"loja, ##o, e","0.1317, 0.1267, 0.0928",positive
O relógio é MARAVILHOSO Recomendo,"Rec, ##ndo, ##SO","0.3062, 0.2764, 0.2565",positive
Só negação entendi porque tive que retirar na agencia dos correios,"##ncia, ##ndi, ##ios","0.2258, 0.1991, 0.1776",positive
lannister é o pior site de compras na internet muito enrolado as entregas,"##do, site, ##nis","0.3471, 0.3005, 0.2205",negative
Meu cachorro comeu meu óculos mesmo modelo e encontrei o aqui na lannister com A entrtega foi super rápida e voltei a enxergar novamente Voltaria a comprar aqui com certeza,"##u, e, come","0.2657, 0.18, 0.1592",positive
Recebi o produto no prazo e dentro das expectativas,"##bi, o, das","0.2758, 0.1995, 0.17",positive
Meu produto negação chegou já fiz numero solicitações e o prazo de resposta venceu a numero dias e ninguém entra em contato,"chegou, produto, negação","0.0855, 0.0783, 0.0701",negative
Adorei as compras pelo site site confiável,"##rei, as, pelo","0.3177, 0.2717, 0.1253",positive
Produto negação entregue no prazo Dificuldade de rastreio,"##io, entregue, ##ul","0.262, 0.2542, 0.2341",negative
Adorei Obrigada,"##rei, Ob, ##da","0.2329, 0.1899, 0.1308",positive
 negação recebi o produto,"receb, ##i, o","0.2117, 0.1921, 0.1435",negative
Bom gostaria muito de receber o produto esa é a primeira vez que isso acontece,"muito, ##a, o","0.6491, 0.5013, 0.4835",negative
Produto de acordo com o anunciado entrega rápida negociação confiável sem dúvidas recomendo,"recomend, ##to, entrega","0.0899, 0.0882, 0.0711",positive
produto chegou antes do prazo estabelecido,"do, antes, estabelecido","0.6105, 0.4979, 0.3957",positive
 negação recebi na cor que estava no anúncio,"##i, receb, que","0.409, 0.4087, 0.2651",negative
Bom produto,"produto, Bom","0.2844, 0.0265",positive
Fiquei muito insatisfeito com o produto comprado A torneira entregue negação é a comprada e a cuba ao invés de ser de porcelana é na verdade pintada Quero devolução do produto,"##eito, insatisf, muito","0.1216, 0.0794, 0.0697",negative
Produto de excelente qualidade superou minhas espectativas,"minha, ##ta, qualidade","0.159, 0.1323, 0.1221",positive
Muito bom a loja entrega no prazo,"bom, a, no","0.2416, 0.234, 0.1251",positive
Das numero unidades compradas apenas duas foram entreguers,"##rs, apenas, ##o","0.3257, 0.1938, 0.192",negative
Muito bom,"bom, Muito","0.2464, 0.0155",positive
A loja em questão descreve o produto como original mas na verdade é um produto falso por lei de acordo com o CDC isso é crime pois o produto tem que vir de acordo com as descrições da sua propagand,"por, mas, pois","0.2514, 0.1932, 0.1798",negative
Veio antes do prazo que era de numero dias veio em numero dias e eu to amando,"##do, ##o, do","0.4214, 0.2314, 0.1649",positive
Produto chegou antes da data marcada mas a qualidade é ruim impressão falhando A impressora detetou que o cartucho já foi utilizado,"impressão, ##ndo, falha","0.3346, 0.3328, 0.3077",negative
Show,Show,0.0415,positive
o trocador veio mas ficou faltando os dois mosquiteiros que era pra vir junto,"##ndo, falta, mas","0.2205, 0.1801, 0.1791",positive
Chegou antes do prazo e o produto e muito bom,"antes, do, bom","0.1712, 0.1628, 0.161",positive
Comprei numero produtos mas recebi apenas um Prejuízo total negação recomendo,"total, ##o, ##rei","0.128, 0.1013, 0.1007",negative
Entrega rápida mto contente,"##nte, m, ##to","0.9817, 0.5621, 0.5422",positive
A torneira com filtro é linda e super moderna so deixa desejar por algumas partes negação ser de metal a função chuveiro é maravilhoso,"##r, deixa, deseja","1.16, 1.0949, 0.6784",positive
Aguardando resposta mercadoria negação entregue,"##arda, ##ndo, entregue","0.1865, 0.1582, 0.1511",negative
recebi antes do prazo veio tudo correto eu recomendo e vou voltar a comprar,"tudo, eu, correto","0.1995, 0.1705, 0.1478",positive
Muito boa a loja o produto chegou antes da data de entrega,"a, boa, da","0.2759, 0.2521, 0.1311",positive
Aparentemente o produto são muito bons Ainda vou instalar e comprovar se realmente é de boa qualidade,"##ntemente, o, Ainda","0.3239, 0.2646, 0.1992",positive
essa versão numero numero que pelo que vi negação funciona negação recomendo testei em alguns carros em nenhum tem sincronia com a ECU,"##o, ##i, recomend","0.3318, 0.3053, 0.2716",negative
produto ainda negação foi entregue depois de dias da compra Péssima loja,"depois, ainda, ##a","0.1444, 0.1125, 0.0973",negative
Prazo enorme para entregar o produto e mesmo assim negação entregaram péssimo vendedor,"##zo, o, enorme","0.1061, 0.0938, 0.0935",negative
Gostei muito e decidi comprar mais um O produto é de boa qualidade e a entrega foi antes do prazo previsto Adorei,"##te, e, ##i","0.2398, 0.1405, 0.1393",positive
Veio na cor errada Enviaram o lustre laranja em vez de amarelo,"##ram, ##rada, ##tre","0.4991, 0.3864, 0.3576",negative
Eu adorei recomendo,"ado, ##rei, ##o","0.2121, 0.2114, 0.189",positive
Produto de boa qualidade muito bonito muito bem acabado e com excelente preço,"qualidade, e, muito","0.1707, 0.1691, 0.146",positive
Comprei numero luminárias e chegou apenas uma Aguardo explicação,"apenas, ##ardo, ##rei","0.1148, 0.1011, 0.0858",negative
Comprei duas unidades do produto e entregaram somente uma,"uma, ##rei, ##am","0.1061, 0.1028, 0.0942",negative
Paguei duas luminárias e recebi só uma estou tendando devolver desde o dia que recebi mais ate agora nada,"##ando, ##gue, ##ver","0.1493, 0.0832, 0.0774",negative
Pessima está loja negação enttaga o produto,"##a, ##sim, ##a","0.2545, 0.2414, 0.1643",negative
Meu produto veio errado outro modelo fui trocar negação tem mais,"outro, errado, tem","0.645, 0.3876, 0.3373",negative
Super recomendo amei,"recomend, ##i, ##o","0.1867, 0.1398, 0.1369",positive
Produto ótimo,"##to, ótimo, Produ","0.2717, 0.204, 0.0249",positive
Produto negação e original mas e bem confecionado e atende igual de fabrica,"e, mas, e","1.2695, 1.0748, 0.6603",positive
atraso na entrega negação recomendo a loja pois existe melhores no mercado,"na, recomend, negação","0.2697, 0.1732, 0.1727",negative
O produto é feito de um material de Boa qualidade mas é muito difícil colocar a lâmina de uma forma precisa no navalhete podendo até se ferir na hora de colocar ou retirar a lâmina,"qualidade, mas, colocar","0.2953, 0.249, 0.236",positive
 negação recebi o produto mas recebi o reembolso sem problemas,"##so, receb, ##i","0.4365, 0.2876, 0.2807",negative
Empresa com produtos de ótima qualidade Tudo bem embalado para proteção no transporte Recomendo,"com, Tudo, bem","0.0559, 0.0499, 0.0494",positive
Gostei do compromisso com a entrega,"com, ##te, ##i","0.4485, 0.4482, 0.2979",positive
Produto importado o meu veio com defeito,"com, ##ito, veio","0.8562, 0.7413, 0.44",negative
Recebi o filtro todo quebrado,"##bi, o, ##tro","0.6939, 0.6884, 0.5154",negative
Fiquei muito satisfeito com o trabalho realizado pela empresa,"##eito, com, satisf","0.2108, 0.0971, 0.0949",positive
Rápido e produto de boa qualidade,"qualidade, e, ##á","0.522, 0.4972, 0.2241",positive
Até a data presente negação recebi meu produto muito demorado estou arrependida de ter feito a compra,"##ida, ##pend, ##rado","0.1948, 0.1128, 0.1124",negative
ótimos preços e produto entregue corretamente e dentro do prazo,"##s, e, e","0.4094, 0.2384, 0.1909",positive
Ótimo produto,"produto, ##timo, Ó","0.4549, 0.3092, 0.0257",positive
Produto original e entrega super rápida Recomendo,"e, ##to, Rec","0.1124, 0.0991, 0.0904",positive
muito bom,"bom, muito","0.2269, 0.0249",positive
Tem numero dias que estou esperando a mercadoria e nada de chegar,"##ia, de, numer","0.1675, 0.1473, 0.134",negative
A entrega foi antes do prazo e o produto de boa qualidade,"qualidade, do, e","0.2825, 0.2365, 0.163",positive
Entrega pontual ótimo produto bom preço Tudo certinho,"Tudo, produto, preço","0.1834, 0.1413, 0.1368",positive
Ótimo produto,"produto, ##timo, Ó","0.4549, 0.3092, 0.0257",positive
Eu negação recebi o xale do sofá porém ao ligar consta que já recebi,"do, ##i, ao","0.237, 0.2324, 0.2314",negative
Satisfeito com a compra,"##eito, ##isf, com","0.7161, 0.6378, 0.4995",positive
Maravilhoso,"##hos, ##vil, ##o","0.2901, 0.2512, 0.1966",positive
Chegou antes do prazo,"antes, prazo, do","0.7643, 0.4887, 0.377",positive
Gostei da compra,"##te, ##i, compra","0.3871, 0.2415, 0.128",positive
Qualidade do produto inferior ao desejado,"##idade, inferior, ao","0.5578, 0.4293, 0.4198",negative
O pedido foi cancelado,"foi, cancelado, pedido","0.8491, 0.3532, 0.3436",positive
Atendeu minha expectativa,"##ndeu, minha, expectativa","0.3838, 0.3381, 0.2621",positive
Recebi a mercadoria no prazo correto,"##bi, a, ##ia","0.2281, 0.1909, 0.1836",positive
Muito bom recebi vários dias antes do prazo determinado tudo embalado em plástico bolha muito seguro,"bom, receb, ##i","0.1908, 0.1695, 0.1304",positive
produto muito bom recomendo,"recomend, ##o, bom","0.6167, 0.3643, 0.3568",positive
,,,positive
 negação RECEBI O PRODUTO,"R, ##I, ##O","0.5844, 0.3233, 0.2358",negative
Bom,Bom,0.0131,positive
Produto entregue no prazo e corretamente recomendo muitoo,"recomend, ##o, no","0.1567, 0.1211, 0.1206",positive
Chegou antes do prazo estimado veio até com a hora acertada único porém é que negação veio na caixa mas estou super satisfeito com o relógio superou minhas expectativas,"estimado, prazo, acer","0.7196, 0.2576, 0.233",positive
 negação RECEBI O PRODUTO O PRODUTO CONSTA COMO ENVIADO PARA O CORREIO DE RIBEIRÃO PRETO O CORREIO negação RECEBEU O PRODUTO ENVIE VARIAS MENSAGEM PARA A targaryen E negação OBTIVE ESTA targaryen ESTA SUJANDO SEU NOME,"R, ##IV, ##AN","0.1652, 0.1168, 0.0972",negative
Entrega muito rápida,"rápida, ##ga, muito","1.0455, 0.8327, 0.63",positive
 Infelizmente a embalagem do meu baralho veio rasgada Vai ser um presente Vou ter q entregar para o aniversariante rasgado mesmo pois negação da mais tempo de trocar Mas chegou dentro do prazo,"de, a, tempo","0.4319, 0.3786, 0.2556",negative
gostei do atendimento tempo da entrega e qualidade do produto,"##te, ##i, do","0.5187, 0.2644, 0.206",positive
Recebi o produto no prazo Recomendo o vendedor pois eles da Americana são compromissados Obrigada,"##issa, ##da, ##ndo","0.2586, 0.258, 0.239",positive
Minha filha adorou linda lancheira recomendo,"##rou, lin, filha","0.1699, 0.145, 0.1189",positive
vem mt pouco só da pra usar uma vez e já acaba,"só, m, ##t","0.3801, 0.3338, 0.3134",negative
Muito bom,"bom, Muito","0.2464, 0.0155",positive
Satisfeita com o atendimento,"##eita, ##isf, com","0.6813, 0.4955, 0.4171",positive
já compro no site a anos nunca me senti enganado no entanto nessa compra na minha opinião fui enganado e passado para trás negação recomento o produto a ninguém,"##ado, ##nto, o","0.1594, 0.1563, 0.116",negative
Produto chegou em perfeito estado e no prazo Récomendo,"##ndo, estado, ##come","0.2401, 0.2173, 0.1356",positive
O envio foi rápido e o produto bem embalado e funcionando,"e, ##ado, foi","0.1902, 0.1738, 0.1372",positive
AMEI ÓTIMO PRODUTO,"##EI, ##M, Ó","0.258, 0.1819, 0.1778",positive
RECEBI DIREITINHO E RAPIDO COMPRAREI NOVAMENTE,"##DO, ##I, ##PI","0.5685, 0.5537, 0.4521",positive
Excelente produto entrega imediata e preço mt bom,"e, ##ente, imediata","0.1913, 0.1658, 0.1188",positive
Ótimo produto e entregue antes do prazo,"produto, ##timo, do","0.2183, 0.1638, 0.108",positive
A organização está de parabéns desde e escolha do produto até compra comunicação de distribuição e logística chegando a entrega foi extremamente rápido e profissional show,"desde, está, do","0.0697, 0.0595, 0.058",positive
Nada a declarar,"a, declarar, Nada","0.9051, 0.5966, 0.1231",positive
Embora eu ter recebido o produto em dias mas o meu produto veio com avaria o produto foi uma película de um smartphone da Asus zenfone numero zoom a película veio trincada,"##aria, eu, ##cada","0.4313, 0.3937, 0.2717",negative
Poderia ser melhor apenas na questão de pagamento tivemos um imprevisto que demoraram duas semanas para identificar minha transferência bancária mas tudo resolvido,"##ia, resolvido, apenas","0.259, 0.2396, 0.2393",positive
Foi a minha primeira compra na loja e estou super satisfeita recebi o produto bem antes do prazo Recomendo a todos Obrigada,"##da, ##eita, ##riga","0.0833, 0.0765, 0.0614",positive
Segundo os Correios ainda negação receberam o mesmo Mesmo assim resolvi aguardar para que reenviem,"##m, ##r, o","0.2907, 0.267, 0.2666",negative
o produto apresentou folga na articulação é um produto util porém pensei que era de melhor qualidade,"porém, ##ga, é","0.247, 0.2384, 0.1749",negative
As toalhas negação são boas muito inferiores,"são, muito, inferiores","0.3034, 0.2903, 0.2586",negative
produto entregue conforme o anunciado,"o, conforme, entregue","0.454, 0.3737, 0.3688",positive
Excelente produto entrega super rápida,"##ente, rápida, super","0.3815, 0.3712, 0.315",positive
otimo produto otimo empresa de venda,"##o, ##o, otim","0.301, 0.2059, 0.14",positive
Recebi no prazo e já apliquei Ficou muito bom e de fácil aplicação mesmo pra mim que negação tenho muita habilidade pra isso Agora é só esperar para ver a durabilidade,"##bi, e, muito","0.1749, 0.1552, 0.13",positive
Produto dentro das expectativas Bom,"Bom, das, ##to","0.1673, 0.1338, 0.1306",positive
ótimo produto e no prazo certo,"produto, e, certo","0.4759, 0.208, 0.1591",positive
O entregador contratado negação permitiu a conferenciado produto antes da assinatura do boleto Ameaçou levar a entrega embora Assim q assinei saiu correndo negação entregou a NF Extremamente grossei,"negação, ##sei, ##nciado","0.1085, 0.0827, 0.0744",negative
poderia melhorar o preço de restante ótimo,"ótimo, melhorar, o","0.5138, 0.4591, 0.4486",positive
excelente produto Já estou usando e testando o controle cardíaco,"produto, Já, estou","0.22, 0.1179, 0.1154",positive
Produto quebrado,"##to, quebrado, Produ","0.4468, 0.3979, 0.1116",negative
ainda negação recebi o produto,"##i, receb, negação","0.2568, 0.2173, 0.1414",negative
muito bom recebi tudo certinho do jeito que pedi,"receb, bom, ##i","0.2389, 0.2231, 0.2067",positive
PERFEITO,"##EI, ##TO, ##F","0.5423, 0.3897, 0.3446",positive
O produto foi recebido em perfeitas condições e até antes do prazo previsto Recomendo a compra,"em, ##ndo, ##s","0.0981, 0.0945, 0.0879",positive
Só recebi metade do que comprei,"receb, do, ##i","0.2662, 0.2488, 0.2377",negative
Tempo de entrega dentro do prazo porém muito longo Daria mais estrelas se a entrega fosse mais rápida,"Dar, ##ia, se","0.3436, 0.2662, 0.264",negative
recebemos somente numero cadeiras,"##os, numer, ##o","0.535, 0.5127, 0.5087",negative
foi comprado dois produtos juntos e so entregaram um,"entregar, ##am, e","0.2987, 0.2069, 0.193",negative
Produto ok Entrega ok,"Entre, ##ga, ##to","0.2395, 0.2259, 0.2064",positive
Entrega antes do prazo Excelente,"##ente, do, ##ga","0.5447, 0.3834, 0.3101",positive
otimo vendedor,"##o, ##dor, vende","0.645, 0.2514, 0.2277",positive
Pedi com os braços rosa porém veio no branco,"##i, veio, no","0.4233, 0.3117, 0.2911",negative
Excelente Recomendo sem dúvidas,"##ente, Rec, ##ndo","0.2565, 0.1728, 0.0973",positive
Falta de respeito com o consumidor primeira e última vez q compro neste site,"##ta, com, de","0.142, 0.1154, 0.0877",negative
O produto nizzio Amore Hidratação Avançada numero g Lacqua Di Fiori foi entregue no dia data mas o Inizzio Amore Golden Classics numero ml Lacqua Di Fiori negação foi entregue Espero uma resposta,"mas, data, ##ro","0.382, 0.2172, 0.1278",negative
tudo okay,"##y, o, ##ka","0.5723, 0.4356, 0.2288",positive
COMPREI numero KITS DESSES PEDENTES E RECEBI SOMENTE numero KIT TEM COMO VCS VERIFICAR COM A TRANSPORTADORA PRA MIM,"##RE, CO, ##o","0.1669, 0.1645, 0.1619",negative
produto ainda negação recebido,"recebido, ainda, negação","0.4694, 0.298, 0.2798",negative
Tudo perfeito Adorei,"Ado, ##rei, perfeito","0.1733, 0.1553, 0.1435",positive
a cama iglu é otima minha cachorra adorou ela é macia e confortavel,"##a, ##rou, ##r","0.198, 0.1745, 0.1331",positive
otimo,"##o, otim","0.5781, 0.0578",positive
a entrega chegou antes do previsto,"do, antes, chegou","0.3691, 0.336, 0.2829",positive
PARABÉNS,"##É, ##RA, ##B","0.2239, 0.1845, 0.1845",positive
PRODUTO CHEGOU COM MUITO ATRASO EMBALAGEM DANIFICADA PRODUTO VEIO FALTANDO UMA PORCA PARAFUSO PARA MONTAGEM CORREIO negação ENTREGOU TIVE QUE BUSCÁ LO negação RECOMENDO,"R, E, E","0.1482, 0.1041, 0.0866",negative
Qualidade do produto péssima Na primeira vez que fui conectar o produto no meu tablet o produto quebrou dentro Agora fiquei no prejuízo,"##idade, ##ima, do","0.2172, 0.2082, 0.144",negative
 negação recomendaria pois fiz minha compra efetuei o pagamento e após alguns dias recebi um email que os parceiros negação entregariam na minha região,"##ria, pois, recomenda","0.3646, 0.3353, 0.2735",negative
O produto ainda negação foi entregue e o prazo que era muito longo já foi ultrapassado,"e, ##do, foi","0.1291, 0.1151, 0.0913",negative
Até hoje estou satisfeito com a sbmarino,"##eito, satisf, hoje","0.8647, 0.4604, 0.3786",positive
Muito bom Adorei,"##rei, bom, Ado","0.1702, 0.1667, 0.1595",positive
Excelente transação o produto chegou mais de numero dias antes do prazo intacto perfeito com instruções de uso Super recomendo,"##ente, trans, ##ação","0.1395, 0.071, 0.0548",positive
Entregaram bem antes do prazo Ótimo,"##timo, ##garam, do","0.2499, 0.213, 0.1944",positive
 numero é bastante desconfortável machuca a orelha e negação segura numero os celulares negação consegue se conectam com o aparelho numero ele carregou por numero h e a bateria só durou mais hora,"##ável, ##fort, mais","0.6197, 0.2976, 0.2961",negative
Uma ótima loja eu recomendo,"loja, eu, ótima","0.2881, 0.1481, 0.1448",positive
top amei,"ame, ##i, top","0.4555, 0.2866, 0.0525",positive
Recebi um produto equivalente ao que solicitei Devido ao grande tempo que levam para entregar as compras nem vou me estressar tentando trocar o produto negação recomendo que comprem lannister COM,"ao, recomend, ##o","0.8654, 0.5565, 0.5474",positive
Comprei dois cobre leitos e veio apenas um Esperando providências das lojas lannister Pois foi no site de vcs que comprei,"##is, ##ndo, leitos","0.173, 0.1286, 0.1155",negative
Tudo tranquilo recebi o produto rápido e tudo em perfeito estado recomendo a todos,"tranquil, estado, em","0.1139, 0.1106, 0.0845",positive
Entregue dentro do prazo produto bem embalado Recomendo,"##ado, ##ndo, do","0.1783, 0.1706, 0.1704",positive
Legal razoável,"razoável, Legal","1.296, 0.5279",positive
loja excelente cliente a varios anos,"cliente, a, excelente","0.2482, 0.1911, 0.182",positive
Bom preço e bom prazo,"prazo, preço, e","0.4178, 0.4062, 0.3726",positive
Muito bom comprar nas lannister,"bom, comprar, nas","0.2075, 0.2036, 0.147",positive
Bom produto vale pelo valor,"pelo, produto, vale","0.6476, 0.5631, 0.4045",positive
Ainda negação recebi meu pedido e nem sei porque eu estou muito insastifeito,"##ife, ##ito, ##ast","0.1688, 0.1167, 0.1139",negative
Produto lindo perfeito adorei obrigada baratheon vocês sempre nota dez Eny,"##the, ##on, bara","0.1187, 0.0976, 0.0969",positive
Entrega boa porém ainda negação deu tempo de usar o produto mas pelas resenhas que vi é otimo,"##o, ainda, porém","0.3452, 0.2457, 0.2225",positive
 negação recebi meu produto dentro do prazo e o atendimento foi péssimo,"##imo, receb, ##i","0.2307, 0.2019, 0.1559",negative
lannister estão de parabéns Otimo,"O, ##nis, ##éns","0.1533, 0.111, 0.0979",positive
Bom produto,"produto, Bom","0.2844, 0.0265",positive
A culpa negação foi do fornecedor e sim dos correios Produto muito bom já usei fazendo trilha de moto e tá aprovado,"negação, foi, ##dor","0.4397, 0.2864, 0.2378",positive
o produto chegou no prazo em perfeito estado,"estado, no, chegou","0.3157, 0.1762, 0.1077",positive
Chegou antes do prazo,"antes, prazo, do","0.7643, 0.4887, 0.377",positive
A entrega mesmo no prazo demorou bastante prazo muito maior que em outras empresas,"bastante, mesmo, prazo","0.4844, 0.2904, 0.2691",negative
Super recomendo,"##o, recomend, Super","0.2466, 0.2167, 0.0133",positive
BOM E BONITO,"E, ##OM, ##IT","0.2919, 0.1675, 0.1616",positive
Chegou antes do combinado bem embalada em perfeitas condições já conheço a Américas confio de mas E super recomendo o site da Cuba Amei,"##i, Ame, antes","0.1114, 0.0768, 0.0732",positive
A cor veio diferente Eu pedi AMARELO e veio VERMELHO Solicito que façam a troca o mais RÁPIDO possivel,"Eu, diferente, o","0.4698, 0.4645, 0.4045",negative
Bom custo x benefício pra proteger o crânio da criançada,"custo, x, pra","0.3744, 0.2297, 0.1965",positive
Lixo,"##xo, Li","1.511, 0.2232",negative
Entrega bem antes do prazo Adoramos a compra Recomendo,"##ramos, do, Ado","0.1898, 0.1602, 0.1345",positive
Otima Loja,"Loja, ##tima, O","0.6214, 0.2795, 0.034",positive
Produto entregue dentro do prazo,"dentro, do, ##to","0.4508, 0.3812, 0.2798",positive
Relógio bonito mas negação é o mesmo da foto o da foto tinha calendário o que me foi entregue negação tinha e veio com o ponteiro quebrado,"é, mas, tinha","0.5127, 0.3308, 0.2571",negative
Vendedor correto recebi o produto antes da data marcada nada a reclamar,"##r, receb, a","0.3364, 0.3357, 0.1941",positive
Realmente o produto é IDÊNTICO ao do outback Mesma marca A entrega foi super rápida antes do prazo gostei tanto que já encomendei outra remessa ontem e o novo produto já está em transporte,"##NT, ##D, ##Ê","2.8075, 2.4275, 2.0951",positive
Chegou antes do prazo Achei um pouco lento a qualidade da camera negação é la essas coisas,"a, lento, antes","0.5626, 0.367, 0.3009",positive
Apaixonado,"##ixon, ##ado, Apa","1.1103, 0.9396, 0.0839",positive
Recomendo,"##ndo, ##ome, Rec","0.3663, 0.3355, 0.0536",positive
APESAR DOS CONTRATEMPOS SOBRE O SITE DOS CORREIOS negação INFORMAR O TRAJETO DO PRODUTO TUDO FOI CONFORME O PLANEJADO E ENTREGUE DENTRO DO PRAZO ESTABELECIDO,"IN, ##AR, ##ES","0.9628, 0.5684, 0.4443",negative
Produto muito bom porem por uma falta de informação da medida no item acabei comprando recebendo uma cuba grande de numero CM,"uma, bom, ##ndo","0.4095, 0.194, 0.1909",positive
Comprei um secador da linha Collor e veio um da linha rainbow Tentei devolver no site e aparece a mensagem que negação é possível a troca,"##dor, ##ver, que","0.113, 0.1081, 0.1076",negative
Espero ter mais oportunidades de compra,"##ro, de, ter","1.6479, 0.8459, 0.6439",positive
mandei uma mensagem para tentar resolver o problema e ate o momento negação tive nenhum retorno,"negação, o, tiv","0.9221, 0.5171, 0.4164",negative
Muito boa a calça costura e cortes perfeitos,"a, boa, ##ra","0.2989, 0.2443, 0.1824",positive
Adorei chegou na data certa Vou continuar comprando,"##rei, chegou, na","0.1459, 0.1219, 0.0931",positive
Paguei o frete e negação recebi o produto em casa tive que retirar no correio e ainda pagar para ser transportado até a minha casa Ainda mandaram o produto para uma agência do correio em área de risco,"do, ##io, receb","0.5904, 0.1575, 0.1435",negative
Produto correto e entregue no prazo,"e, no, ##to","0.4521, 0.216, 0.2022",positive
Gosto muito do atendimento de vocês,"##to, do, muito","0.2173, 0.1469, 0.1328",positive
O produto veio apenas com alguns arranhados,"##hados, apenas, com","0.4868, 0.3153, 0.2787",negative
São muitos enrolados para fazer a entrega do produto até agora negação recebi o produto,"##dos, para, ##rola","0.3182, 0.1461, 0.1421",negative
Primeiro pedido veio o produto quebrado Estou aguardando a troca,"Est, o, pedido","0.4208, 0.2771, 0.2285",negative
A entrega ainda negação foi realizada estava previsto para data nem status de onde anda o produto eu tenho para acompanhar,"ainda, foi, de","0.2124, 0.1692, 0.165",negative
Essa empresa é um Marketplace do Marketplace é minishopping dentro do shopping e negação confio mesmo Péssima experiência só transtorno Ganha numero estrela porque negação deixam dar zero negação recomendo,"##s, ##a, ##o","0.1272, 0.1037, 0.0826",negative
Muito bom Super indico e com cereteza vou fazer outros pedidos,"bom, Super, ##o","0.1562, 0.1555, 0.1127",positive
Gostei muito dos panos de prato foi o que imaginava,"##te, ##i, dos","0.3061, 0.1949, 0.1578",positive
Comprei duas cadeiras mas chegou apenas uma A loja prometeu reenviar a segunda cadeira Estou aguardando,"##via, ##r, reen","0.2486, 0.243, 0.207",negative
Gostei pois veio no prazo determinado,"##te, veio, ##i","0.2619, 0.1931, 0.1864",positive
produto entregue antes do tempo indicado,"entregue, antes, do","0.4132, 0.3275, 0.3258",positive
O PRODUTO IGUAL O ANUNCIO LINDO POREM A ENTREGA SUPER DEMORADA,"##R, ##UA, ##M","0.9982, 0.6424, 0.6326",negative
Gostei muito,"##te, ##i, muito","0.4286, 0.2968, 0.2926",positive
pela segunda vez aconteceu problema em compra via internet Primeiro foi com um climatizador que me mendaram com voltagem divergente Agora com pedido feito na segunda semana de março e aainda negação en,"##nda, en, negação","0.3948, 0.3918, 0.2618",negative
O produto veio como pedi,"como, ##i, veio","0.442, 0.4232, 0.2952",positive
